Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
"Diamond 72 apartment , Skopje City - Center, Complex Limak",Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,9",15 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 57
Spacious ǀ 3 BR ǀ Near Park&ZOO ǀ Free Parking,Skopje,Appartement 3 Chambres,"5 lits (3 lits simples, 1 lit double, 1 canapé-lit)","7,5",11 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 45
Mr.-Legend's Penthouse,Skopje,Villa 3 Chambres,Hébergement géré par un particulier,"9,7",6 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 114
Duplex ǀ Spacious ǀ 3 Bedrooms,Skopje,Appartement 3 Chambres,"4 lits (1 lit double, 1 canapé-lit, 2 grands lits doubles)","7,9",20 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 45
"Spacious 74m2, 2 Bedroom Apartment-Skopje, fast Wi-Fi",Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,"9,6",9 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 160
Villa Castella,Skopje,Villa 1 Chambre,Hébergement géré par un particulier,"9,1",16 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 39
Oak Sky Apartment Spa & Fitness,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,9",26 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 126
Diamond ButterFly Apartment,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,"9,3",43 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 55
Downtown ǀ 2 Bedrooms ǀ Wifi ǀ Best location,Skopje,Appartement 2 Chambres,"3 lits (1 très grand lit double, 1 canapé-lit, 1 grand lit double)","6,5",69 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Skopje Boutique Apartments,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"8,9",89 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 47
Skopje Apartments near central Bus Station TERRA APARTMENTS,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,"9,8",17 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
Crown Apartments,Skopje,Suite Familiale,Hébergement géré par un particulier,"9,5",127 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 112
Diva Capitol Luxury,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,7",38 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 70
Apartment Emilija,"Skopje City-Centre, Skopje",Appartement 2 Chambres,Hébergement géré par un particulier,"9,6",178 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 72
High-End Spacious Apartment next to City Mall,Skopje,Appartement Supérieur,"8 lits (2 lits simples, 1 lit double, 2 très grands lits doubles, 3 canapés-lits)","8,0",28 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
Azure Luxury Sky Apartment,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,8",81 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 148€ 84
Modern & Cozy,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,"9,6",130 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 53
Foxxy Luxury Apartments,Skopje,Studio,2 lits simples,"9,4",104 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 65
Skopje Station Apartment,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,8",113 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 55
Center Apartments Skopje,"Skopje City-Centre, Skopje",Appartement 2 Chambres,Hébergement géré par un particulier,"8,4",61 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
Apartment Ortakovski,Skopje,Appartement,Hébergement géré par un particulier,"9,7",44 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 70
Skopje VIP Apartments,"Skopje City-Centre, Skopje",VIP Deluxe Studio,"2 lits (1 canapé-lit, 1 grand lit double)","9,1",43 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 65
Exclusive Central Apartments,"Skopje City-Centre, Skopje",Studio,1 grand lit double,"9,0",120 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 51
Exclusive Apartments,Skopje,Appartement 1 Chambre,"2 lits (1 canapé-lit, 1 grand lit double)","9,4",63 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 62
Exclusive Budget Apartments,Skopje,Appartement Deluxe,1 grand lit double,"9,0",38 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 47
Skopje Panorama,Skopje,Appartement,Hébergement géré par un particulier,"9,4",137 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 84
He-Ra Apartments City Centre,"Skopje City-Centre, Skopje",Appartement,Hébergement géré par un particulier,"9,3",7 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 53
Villa Diana Apartments,Skopje,Appartement - Vue sur Piscine ,Hébergement géré par un particulier,"9,9",16 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 38
Colors Apartment,"Skopje City-Centre, Skopje",Appartement Standard,Hébergement géré par un particulier,"8,5",23 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 48
Capitоl Suites,Skopje,Appartement avec Terrasse,"2 lits (1 canapé-lit, 1 grand lit double)","9,6",228 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 93
Villa Re3ca,Skopje,Appartement 1 Chambre,"3 lits (1 lit simple, 1 lit double, 1 canapé-lit)","7,9",244 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 41
SkopjeLUX Apartments,"Skopje City-Centre, Skopje",Appartement 1 Chambre,"2 lits (1 canapé-lit, 1 grand lit double)","8,4",630 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 83
Apartment Nenov,"Skopje City-Centre, Skopje",Appartement avec Balcon,Hébergement géré par un particulier,"9,8",229 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
Hotel Vlaho,Skopje,Chambre Double ou Lits Jumeaux Économique,Types de lits : 1 lit double ou 2 lits simples,"8,3",364 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 66
Ivan Apartment Skopje,Skopje,Appartement,"6 lits (5 lits simples, 1 canapé-lit)","9,6",126 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Tina Apartments,Skopje,Appartement 2 Chambres,"6 lits (3 lits simples, 2 canapés-lits, 1 grand lit double)","8,8",352 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 55
Aloha Luxury Apartments,Skopje,Studio - Vue sur Piscine ,1 grand lit double,"8,0",296 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 37
Villa Vodno,Skopje,Chambre Simple Standard,1 lit simple,"9,3",22 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 69
Kamche apartments,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,0",68 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 33
EApartment,Skopje,Appartement,Hébergement géré par un particulier,"9,8",29 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 34€ 24
City Business Apartment,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,10,1 expérience vécue,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 56
Hostel Denica,Skopje,Chambre Lits Jumeaux,2 lits simples,"9,3",191 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 26
Cheap INN NO SHOWER,Skopje,Studio Standard,Hébergement géré par un particulier,"8,1",15 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 14
Skopje Centar Margarita Luxury Aprtment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"9,7",176 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 45
City Lux Apartments,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"9,7",277 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 36
Home Apartment LUNA 1,"Skopje City-Centre, Skopje",Appartement,Hébergement géré par un particulier,"9,7",31 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 35
Aleksandra,"Skopje City-Centre, Skopje",Appartement 2 Chambres,Hébergement géré par un particulier,"9,0",104 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 32
ANGELS View,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"8,0",1 expérience vécue,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 39
Stay with Adem,Skopje,Dortoir Mixte de 6 Lits,Hébergement géré par un particulier,"9,3",3 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 10
Skopje Apartment,"Skopje City-Centre, Skopje",Studio,Hébergement géré par un particulier,"6,8",228 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 29
Nordic Hostel N-Box,Skopje,Dortoir Mixte de 4 Lits,"4 lits (2 lits simples, 2 grands lits doubles)","8,7",169 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 16
City Diamond Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"9,6",64 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 53
Apartment Sunrise,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,10,9 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 30
Hostel Mlin Balkan,Skopje,Chambre Double Standard,Hébergement géré par un particulier,"5,0",76 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 21
Home Apartment POP ART,"Skopje City-Centre, Skopje",Appartement,Hébergement géré par un particulier,"9,6",5 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 35
Mother Teresa Apartment,"Skopje City-Centre, Skopje",Chambre Double ou Lits Jumeaux avec Salle de Bains Privative,Hébergement géré par un particulier,"7,5",64 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 25
"CALLA 5 Apartment - Main Square, in the City Shopping Center - PARKING SLOT WITH SECURITY AND VIDEO CAMERA","Skopje City-Centre, Skopje",Appartement 1 Chambre,"3 lits (1 canapé-lit, 2 grands lits doubles)","9,2",24 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 35
Sleepyn SKOPJE,Skopje,Chambre Double ou Lits Jumeaux Économique ,"3 lits (2 lits simples, 1 canapé-lit)","9,1",44 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 27
NN Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"9,8",34 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
Hotel & Restaurant Domestika,Skopje,Chambre Double,1 grand lit double,"9,6",12 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 55
Luxury appartment near OLD BAZZAR,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 40€ 30
Hotel Ultra Star,"Skopje City-Centre, Skopje",Chambre Double Standard,1 lit double,"6,8",262 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 38
Central Square Apartment,"Skopje City-Centre, Skopje",Appartement,Hébergement géré par un particulier,"7,0",107 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 34
Hostel Valentin 2,Skopje,Lit dans Dortoir Mixte de 8 Lits ,1 lit simple,"8,2",307 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 8
MiM Apartments,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"8,2",53 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 49
White Night,Skopje,Chambre Double,Hébergement géré par un particulier,"9,1",162 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 17
Mitovski Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,10,8 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
Petar's Apartment Centar,"Skopje City-Centre, Skopje",Appartement 3 Chambres,Hébergement géré par un particulier,"8,5",146 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 36
Skopje Hostel,Skopje,Chambre Simple Économique,1 lit simple,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 15
Pako's Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"7,5",22 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 32
"Flutur Residence, Old Bazaar","Skopje City-Centre, Skopje",Appartement 2 Chambres,Hébergement géré par un particulier,"9,3",3 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
City lux Square apartments Skopje,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"9,6",33 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 42
Damjan's place,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,2",38 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 41€ 37
Hotel Le Village,Skopje,Chambre Simple,1 lit simple,"7,1",120 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 20
AJ Luxe Residence,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,10,1 expérience vécue,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 54€ 38
Brand new LUX Apartment,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,10,24 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 45
Diamond City Center Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"9,8",11 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 52
Royal Kate Sky Residence,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 104€ 83
City Hostel,Skopje,Chambre Double avec Salle de Bains Privative,1 grand lit double,"7,1",57 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 29
Studio close to town centar,Skopje,Studio - Vue sur Montagne,Hébergement géré par un particulier,"9,2",103 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 30
ELISA Rooftop Luxury Apartments,"Skopje City-Centre, Skopje",Appartement 1 Chambre,"3 lits (1 lit double, 1 canapé-lit, 1 grand lit double)","8,6",26 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 47
New York Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"7,5",143 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 30
Motel Le Village,Skopje,Chambre Double,1 grand lit double,"5,8",102 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 20
Sarah Apartments,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"8,9",104 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 36
Universe Rooms & Apartments,Skopje,Chambre Double avec Salle de Bains Commune,4 grands lits doubles,"9,0",142 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 20
Apartment M,Skopje,Appartement Deluxe,Hébergement géré par un particulier,"9,8",6 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 32
VINI studio with private parking,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,2",66 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 26
Urban City Apartment,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,10,12 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 43€ 37
CENTRAL VIEW APARTMENT,"Skopje City-Centre, Skopje",Appartement 1 Chambre,Hébergement géré par un particulier,"7,6",74 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 35
Valor Apartments,Skopje,Apartment - 27 Partizanski Odredi Blvd.,Hébergement géré par un particulier,"9,3",126 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
STICKER APARTMENT in city center,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,"9,2",4 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 35
Central Modern Flat M&M Apartments,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,"9,8",8 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 47
Hotel Story,Skopje,Chambre Lits Jumeaux Standard - Vue sur Montagne,2 lits simples,"7,0",33 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 59
Mickitos City Center Apartment,"Skopje City-Centre, Skopje",Appartement 1 Chambre,1 lit double,"8,9",76 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 37
Big Central Apartment,Skopje,Appartement avec Terrasse,Hébergement géré par un particulier,"9,6",5 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 22
Fantazy Apartment at Main Square,"Skopje City-Centre, Skopje",Appartement avec Terrasse,Hébergement géré par un particulier,"8,1",74 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Apartment Moki,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,9",39 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 52€ 31
FRIENDSHIP,Skopje,Appartement 2 Chambres,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 32€ 26
18B Apartments,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,5",11 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 41
Yellow submarine apartment,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,"9,6",14 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60€ 48
MT Center Square,Skopje,Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 45€ 36
